									
Millis	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3
2265	88	50	26	86	63	37	94	64	39
2271	86	50	27	87	64	37	95	64	39
2276	95	50	27	86	64	37	95	64	38
2282	90	51	26	87	63	37	95	64	39
2287	90	50	26	86	63	37	95	63	39
2293	92	51	27	87	63	37	96	63	39
2298	92	50	27	86	63	37	96	63	38
2305	85	51	26	87	63	37	96	63	39
2310	85	49	27	87	64	37	96	63	38
2316	84	50	26	86	62	38	96	63	38
2321	87	52	26	86	62	37	96	63	38
2327	84	50	25	87	63	37	97	63	38
2333	89	51	27	87	63	37	97	63	38
2338	89	51	26	86	62	37	97	62	38
2345	90	51	26	86	63	37	97	62	38
2350	87	51	26	87	62	37	97	62	38
2356	92	49	26	87	62	38	97	62	38
2361	81	51	27	87	62	37	97	62	39
2367	84	50	27	86	63	38	98	62	39
2372	86	52	25	87	62	37	98	62	39
2378	88	50	26	86	62	38	98	62	39
2383	87	50	27	86	62	38	98	62	39
2390	79	51	26	87	62	37	98	62	39
2395	88	49	26	86	62	38	98	62	39
2401	74	51	26	88	62	36	97	62	39
2406	83	50	27	86	62	38	98	62	39
2412	82	51	27	87	62	37	98	62	40
2418	83	50	27	86	61	38	97	62	40
2423	86	50	27	86	62	38	97	62	40
2430	87	50	26	86	61	37	97	62	40
2435	87	51	27	86	62	38	97	62	39
2441	87	51	27	87	61	37	96	62	39
2446	87	49	26	86	62	37	96	63	40
2452	87	50	28	86	61	37	96	63	39
2457	89	50	25	86	61	37	96	63	40
2463	82	50	26	87	61	37	95	63	39
2468	92	50	25	87	61	37	96	63	39
2475	94	51	27	87	62	37	96	63	39
2481	81	51	26	87	61	36	95	63	39
2486	83	51	26	87	61	36	95	63	39
2492	90	50	27	87	62	36	96	64	39
2497	90	51	26	87	61	36	95	64	39
2503	83	50	27	86	62	36	95	64	38
2508	81	49	26	87	62	35	95	64	38
2514	81	50	26	87	62	36	95	64	38
2520	77	51	26	87	61	35	95	64	39
2526	85	49	27	86	61	36	95	64	38
2531	99	53	25	87	61	36	95	64	39
2537	98	50	26	86	62	36	95	64	39
2542	86	52	26	87	61	36	95	64	39
2548	76	50	26	87	62	36	96	64	39
2554	87	49	27	87	63	37	96	64	39
2560	78	51	25	87	60	36	96	63	39
2566	82	49	26	86	61	37	96	63	39
2571	80	51	27	87	62	36	96	64	39
2577	86	50	26	86	62	38	96	63	39
2582	88	51	26	87	61	37	97	63	39
2588	81	51	26	86	61	37	97	63	39
2593	87	49	27	87	62	37	97	63	39
2599	83	50	27	86	61	38	97	63	39
2605	87	50	26	87	61	37	97	62	38
2611	88	49	27	87	62	37	98	62	40
2616	90	50	26	87	62	37	98	62	39
2622	85	50	27	86	61	37	98	62	39
2628	80	50	26	87	62	37	98	62	39
2633	95	49	27	86	61	38	98	62	39
2639	90	51	25	88	61	37	97	62	39
2645	94	50	25	86	62	38	98	62	39
2651	91	50	27	86	61	38	98	62	39
2656	82	51	26	87	61	38	97	62	39
2662	85	49	28	87	62	38	97	62	39
2667	85	50	25	87	61	38	97	62	39
2673	90	49	26	86	63	39	97	62	39
2678	73	52	25	87	61	37	97	62	40
2684	89	50	26	86	62	38	97	62	39
2691	84	50	26	86	62	38	96	62	39
2696	83	51	26	87	62	37	96	62	39
2702	83	51	26	86	62	38	96	62	39
2707	77	51	26	87	62	37	96	63	39
2713	86	51	27	86	62	38	96	63	39
2718	86	49	27	87	63	37	96	62	39
2724	94	51	25	86	62	37	96	63	39
2730	86	49	27	87	63	37	96	63	39
2736	85	50	27	87	63	37	96	63	38
2741	77	50	27	87	63	37	96	63	38
2747	78	50	26	87	63	36	96	63	38
2753	84	51	28	87	63	37	96	63	38
2758	79	52	26	87	62	36	95	63	38
2764	85	50	27	87	63	36	96	64	38
2769	77	50	26	87	62	36	96	64	38
2776	92	51	26	87	64	37	95	64	38
2781	92	51	25	86	62	36	95	64	38
2787	89	50	26	87	64	36	95	64	38
2792	91	50	26	86	63	37	95	64	38
2798	85	50	26	87	63	36	95	64	38
2803	82	50	27	86	63	37	95	64	38
2809	81	51	26	87	63	36	95	64	38
2815	91	50	27	86	64	37	95	64	39
2821	85	53	25	87	63	36	95	64	39
2827	90	49	26	87	64	36	95	64	39
2832	87	50	27	87	64	37	95	64	39
2838	82	51	27	87	64	36	94	64	39
2843	83	52	26	87	63	36	94	64	39
2849	79	50	26	86	64	37	94	64	39
2854	84	51	27	87	64	36	94	64	39
2861	80	50	27	87	64	37	94	64	39
2866	84	50	26	87	64	36	94	64	39
2872	90	49	27	87	64	37	94	64	39
2877	83	51	27	87	64	36	94	64	39
2883	82	50	26	86	64	37	93	64	39
2889	88	49	25	87	64	37	93	64	39
2894	87	50	26	87	64	36	93	64	40
2901	87	50	26	86	64	36	93	64	39
2906	84	51	26	87	64	35	93	64	39
2912	88	48	27	87	65	37	93	64	39
2917	87	49	27	87	64	36	93	64	39
2923	86	50	27	87	64	36	93	65	39
2928	83	50	27	87	64	36	93	64	38
2934	94	48	28	87	65	36	93	64	38
2939	85	49	27	87	64	35	93	64	39
2946	83	50	26	87	64	36	93	64	40
2951	88	49	26	87	64	36	93	64	38
2957	89	50	27	87	64	36	93	64	39
2963	87	50	26	87	64	36	93	64	39
2968	86	51	26	87	64	36	93	64	39
2974	91	51	26	87	64	37	94	64	39
2979	86	49	27	87	64	36	94	64	39
2986	81	50	26	87	64	36	94	64	39
2991	80	50	26	87	64	36	94	64	40
2997	85	50	26	86	64	37	94	64	39
3003	84	49	26	87	65	37	94	64	39
3008	87	52	27	86	63	37	94	64	39
3014	82	51	27	87	64	37	94	64	40
3019	83	53	25	87	64	37	95	64	39
3025	85	50	26	87	65	38	95	64	39
3031	81	50	26	87	64	37	95	64	40
3037	89	51	27	86	64	37	95	64	39
3042	99	49	25	86	64	37	95	64	39
3048	91	49	25	86	64	37	95	64	38
3054	88	51	26	87	64	37	95	64	39
3059	79	50	26	87	64	37	95	64	39
3065	81	49	27	87	65	37	95	64	38
3071	86	50	26	87	63	37	95	64	39
3077	88	51	26	86	65	37	95	64	39
3082	90	50	25	86	65	37	94	64	39
3088	88	50	25	86	64	37	94	64	39
3093	90	50	27	87	65	37	94	64	39
3099	77	49	28	87	64	37	94	64	39
3105	81	50	26	87	64	37	94	64	39
3110	85	51	26	87	64	37	94	64	39
3117	79	51	27	87	65	37	94	64	40
3122	88	50	26	87	64	37	93	64	39
3128	83	49	27	87	65	36	93	64	40
3133	99	51	27	86	65	37	94	64	40
3139	86	50	27	87	64	36	93	64	40
3145	82	50	26	86	64	37	93	64	40
3150	77	52	26	87	64	36	93	64	40
3157	84	51	27	87	64	36	93	64	40
3162	83	50	27	87	65	36	93	64	39
3168	80	50	27	87	64	36	93	65	39
3173	86	50	26	87	64	36	93	65	40
3179	83	51	26	87	64	35	93	65	39
3184	86	51	27	87	64	36	93	65	39
3190	83	50	26	87	64	36	93	65	39
3195	94	51	26	87	64	35	93	65	39
3202	85	50	26	87	64	36	93	65	38
3208	78	50	26	87	64	36	93	65	39
3213	82	50	27	86	64	36	93	65	38
3219	80	49	27	87	64	36	93	65	38
3224	84	50	26	87	64	36	93	65	38
3230	80	52	26	87	64	35	93	65	38
3235	88	51	26	87	64	36	94	65	39
3242	85	52	27	86	64	36	93	65	38
3247	86	51	26	87	63	36	94	65	39
3253	90	50	27	87	65	36	94	65	39
3259	93	50	27	87	64	36	94	64	38
3264	88	50	26	87	64	36	94	64	39
3270	89	49	27	87	64	36	94	64	39
3275	88	49	27	87	64	37	94	64	39
3281	87	49	26	86	63	37	94	64	38
3287	93	49	28	87	64	37	95	64	39
3293	91	51	26	87	64	37	95	64	39
3298	96	50	27	86	63	37	95	64	38
3304	87	51	28	87	63	36	95	64	39
3309	85	50	26	86	63	37	95	63	38
3315	78	50	27	87	63	37	95	63	38
3321	83	50	27	86	63	37	96	63	38
3327	91	50	26	87	63	37	96	63	38
3333	89	50	27	87	64	37	96	63	38
3338	85	50	26	86	63	37	96	63	38
3344	84	51	26	86	62	37	97	63	38
3349	80	51	26	87	63	37	97	63	38
3355	89	51	26	86	62	38	97	63	38
3360	85	48	26	87	63	37	97	62	38
3366	80	49	26	86	62	37	98	62	38
3372	87	50	27	87	63	38	98	62	38
3378	87	51	25	87	62	37	98	62	38
3383	87	51	26	86	62	38	98	62	39
3389	86	50	26	86	62	38	98	62	39
3395	84	51	27	87	62	37	98	62	39
3400	90	49	27	86	62	39	98	62	39
3406	85	50	27	87	62	38	98	62	39
3412	81	51	28	85	62	39	98	62	39
3418	75	50	27	87	62	37	98	62	39
3423	80	50	27	86	61	39	98	62	40
3429	84	51	27	87	61	38	98	62	40
3434	90	51	26	87	61	39	97	62	40
3440	88	50	26	86	61	38	97	62	40
3445	86	50	26	87	61	38	97	62	40
3451	85	50	26	87	62	38	97	62	39
3457	87	50	26	86	62	38	97	62	40
3463	87	49	27	87	62	38	97	63	39
3469	79	50	27	87	61	37	96	63	40
3474	80	50	28	87	62	37	96	63	39
3480	87	50	27	86	61	37	96	63	39
3485	92	50	27	87	61	36	96	63	39
3491	86	50	26	87	61	36	96	64	39
3497	85	50	27	87	61	36	95	63	39
3503	85	49	26	86	62	36	95	64	39
3508	83	51	26	87	61	35	95	64	39
3514	83	50	28	87	62	36	95	64	38
3519	82	50	28	87	62	35	95	64	38
3525	84	49	27	87	62	36	95	64	38
3530	84	50	26	87	61	35	95	64	38
3536	76	51	27	87	61	36	95	64	38
3543	84	50	26	86	62	36	95	64	39
3548	84	49	26	86	62	36	95	64	38
3554	89	49	26	87	62	36	95	64	39
3559	88	50	27	87	62	36	95	64	39
3565	87	50	26	86	62	36	95	64	39
3570	82	50	28	87	61	36	96	64	39
3576	84	49	27	86	62	37	96	63	39
3582	77	50	26	87	61	36	96	63	39
3588	81	50	27	86	61	37	96	63	39
3593	92	50	26	87	62	38	97	63	39
3599	90	51	26	87	61	37	97	63	39
3605	85	50	26	87	62	37	97	63	39
3610	82	50	27	86	61	38	97	63	39
3616	84	50	26	87	61	37	98	63	39
3621	86	50	27	86	61	38	98	62	39
3628	83	50	27	86	61	38	97	62	39
3633	92	51	27	86	62	38	98	62	39
3639	84	50	26	87	62	38	98	62	39
3644	83	50	27	86	61	38	98	62	39
3650	85	50	28	88	62	37	98	62	39
3656	89	50	27	86	61	38	98	62	39
3661	77	50	27	87	61	37	98	62	39
3668	83	50	27	87	62	37	98	62	39
3673	84	50	27	86	62	38	98	62	39
3679	87	49	26	87	62	37	97	62	39
3684	86	50	26	86	61	38	97	62	39
3690	84	49	26	87	62	38	97	62	39
3695	85	50	27	86	62	38	97	62	39
3701	80	50	27	87	62	37	97	62	39
3706	86	51	26	86	62	38	97	62	39
3713	89	51	26	87	62	38	97	62	39
3719	89	50	26	87	62	38	96	62	39
3724	84	51	28	87	62	37	96	62	39
3730	85	50	27	86	62	37	96	62	39
3735	92	51	26	87	63	37	96	63	39
3741	80	50	27	86	62	37	96	63	39
3746	79	51	27	87	62	36	96	63	38
3753	80	50	28	86	63	37	96	63	38
3758	82	50	27	87	62	36	95	63	38
3764	83	50	26	87	63	36	95	63	38
3770	87	49	26	87	63	37	96	63	38
3775	93	51	26	87	63	36	95	63	38
3781	87	49	25	86	63	36	95	63	38
3786	78	51	26	87	63	36	95	63	38
3792	81	51	27	87	63	36	96	64	38
3798	87	50	27	87	64	36	95	63	38
